district,council,ward,district_url,distribution_url,elected_member,elected_party,elected_members,elected_parties,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,candidate_status,candidate_elected,candidate_elected_order,votes,electorate_type,constituency_code,contest_status,result_note
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,0,first,,,"HUGHES, Hamish",Affiliation not stated,,False,,720,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,0,first,,,"MCSWEENEY, Amanda",Affiliation not stated,,False,,202,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,0,first,,,"FITZGERALD, Anne Elizabeth",Affiliation not stated,,False,,312,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,0,first,,,"KANIZAY, Jarrod",Affiliation not stated,,False,,241,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,0,first,,,"IRLICHT, Bella",Affiliation not stated,,False,,315,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,0,first,,,"BUCCHERI, Robyn",Affiliation not stated,,False,,160,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,0,first,,,"HARKIN, Colleen",Affiliation not stated,,False,,1820,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"WOOD, Tim",Affiliation not stated,,False,,11,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,,True,1,8,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"HOWARD, Kevin",Affiliation not stated,,False,,11,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"ARMSTRONG, Toni",Affiliation not stated,,False,,17,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"CLEMENTS, Karen",Affiliation not stated,,False,,15,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"CATLIN, James D.",Affiliation not stated,,False,,9,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"CAMPBELL, Richard",Affiliation not stated,,False,,6,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"HUGHES, Hamish",Affiliation not stated,,False,,8,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"MCSWEENEY, Amanda",Affiliation not stated,,False,,14,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"FITZGERALD, Anne Elizabeth",Affiliation not stated,,False,,1,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"KANIZAY, Jarrod",Affiliation not stated,,False,,2,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"IRLICHT, Bella",Affiliation not stated,,False,,2,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"BUCCHERI, Robyn",Affiliation not stated,,False,,2,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,transfer,"HANSEN, Penelope Ann",Affiliation not stated,"HARKIN, Colleen",Affiliation not stated,,False,,32,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"WOOD, Tim",Affiliation not stated,,False,,1213,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,,True,1,1290,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"HOWARD, Kevin",Affiliation not stated,,False,,1246,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"ARMSTRONG, Toni",Affiliation not stated,,False,,415,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"CLEMENTS, Karen",Affiliation not stated,,False,,390,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"CATLIN, James D.",Affiliation not stated,,False,,380,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"CAMPBELL, Richard",Affiliation not stated,,False,,197,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"HUGHES, Hamish",Affiliation not stated,,False,,728,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"MCSWEENEY, Amanda",Affiliation not stated,,False,,216,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"FITZGERALD, Anne Elizabeth",Affiliation not stated,,False,,313,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"KANIZAY, Jarrod",Affiliation not stated,,False,,243,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"IRLICHT, Bella",Affiliation not stated,,False,,317,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"BUCCHERI, Robyn",Affiliation not stated,,False,,162,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,1,progressive,"HANSEN, Penelope Ann",Affiliation not stated,"HARKIN, Colleen",Affiliation not stated,,False,,1852,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"WOOD, Tim",Affiliation not stated,,False,,19,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,,True,1,10,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"HOWARD, Kevin",Affiliation not stated,,False,,9,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"ARMSTRONG, Toni",Affiliation not stated,,False,,8,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"CLEMENTS, Karen",Affiliation not stated,,False,,3,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"CATLIN, James D.",Affiliation not stated,,False,,5,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"CAMPBELL, Richard",Affiliation not stated,,False,,7,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"HUGHES, Hamish",Affiliation not stated,,False,,4,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"MCSWEENEY, Amanda",Affiliation not stated,,False,,2,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"FITZGERALD, Anne Elizabeth",Affiliation not stated,,False,,15,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
Bayside — Castlefield Ward,Bayside,Castlefield Ward,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/bayside-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/BaysideCastlefieldWard2024Distribution.xls,"MURRAY, Elli",Affiliation not stated,"MURRAY, Elli",Affiliation not stated,1,0,11577,8962,726,9688,83.68,340,2,transfer,"BUCCHERI, Robyn",Affiliation not stated,"KANIZAY, Jarrod",Affiliation not stated,,False,,9,Bayside,VICL24-bayside-castlefield,official,Official VEC first preferences and complete preference distribution. Candidate affiliations are not stated on the official result page.
