district,district_url,distribution_url,elected_member,elected_party,elected_members,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,candidate_status,candidate_elected,candidate_elected_order,votes
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"MOORE, Luke",Australian Labor Party,Excluded,False,,1499
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"ANDERSON, Melissa",Australian Labor Party,Excluded,False,,1354
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"WOOD, Simon",Liberal Party,Excluded,False,,1348
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"GORDON, Will",Australian Labor Party,Excluded,False,,1279
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"SLADDEN, Julie",Liberal Party,Excluded,False,,1270
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"GATENBY, Chris",Liberal Party,Excluded,False,,1227
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"THOMAS, Peter",Australian Labor Party,Excluded,False,,1040
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"BALL, Lauren",Tasmanian Greens,Excluded,False,,1013
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"MCLENNAN, Charlene",Tasmanian Greens,Excluded,False,,871
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"LAYTON-BENNETT, Anne",Tasmanian Greens,Excluded,False,,828
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"HALL, Tom",Tasmanian Greens,Excluded,False,,739
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"ARMSTRONG, Angela",The Nationals,Excluded,False,,684
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"COOPER, Carl",The Nationals,Excluded,False,,683
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"QUAILE, Sarah",Liberal Party,Excluded,False,,642
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"MARCH, Eric",Tasmanian Greens,Excluded,False,,577
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"FITTLER, Jack",Tasmanian Greens,Excluded,False,,542
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"WALKER, Tim",Independent,Excluded,False,,417
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"DAVENPORT, Jack",Independent,Excluded,False,,405
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"LARNER, Caroline",Independent,Excluded,False,,246
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"EDWARDS, Fenella",Independent,Excluded,False,,181
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,0,first,,,"GROAT, Daniel",Independent,Excluded,False,,135
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,90,final,,,"ARCHER, Bridget",Liberal Party,Elected 1,True,1,8432
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,90,final,,,"FAIRS, Rob",Liberal Party,Elected 5,True,5,8432
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,90,final,,,"FERGUSON, Michael",Liberal Party,Elected 3,True,3,8432
Bass,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/index.html,https://www.tec.tas.gov.au/house-of-assembly/elections-2025/results/bass/pdf/2025%20House%20of%20Assembly%20-%20Division%20of%20Bass%20-%20Export%20Count%2090.xlsx,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",Liberal Party; Australian Labor Party; Liberal Party; Tasmanian Greens; Liberal Party; Independent; Australian Labor Party,"ARCHER, Bridget; FINLAY, Janie; FERGUSON, Michael; ROSOL, Cecily; FAIRS, Rob; RAZAY, George; GREENE, Jess",7,8432,80566,67450,4543,71993,89.36,261,90,final,,,"FINLAY, Janie",Australian Labor Party,Elected 2,True,2,8432
