district,council,ward,district_url,distribution_url,elected_member,elected_party,elected_members,elected_parties,members_to_elect,quota,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,candidate_status,candidate_elected,candidate_elected_order,votes,electorate_type,constituency_code,contest_status,result_note
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"LAM, Lawrence",TEAM HAKIM - RESIDENT INDEPENDENTS,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"GAO, Judy",TEAM HAKIM - RESIDENT INDEPENDENTS,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"LIU, Gladys",TEAM KOUTA,Elected,True,4,8961,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"RAMANI, Zaim",TEAM KOUTA,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"CARNEY, Emma Elizabeth",TEAM KOUTA,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"TJANDRAMULIA, Olivia",TEAM KOUTA,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"GEE, Sandra",RIP UP THE BIKE LANES!,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"SINGH, Pratap",RIP UP THE BIKE LANES!,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"SAITO, Asako",TEAM PARTICIPATE,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"JANDA, Sam",TEAM PARTICIPATE,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"KATYAL, Aashna",ANIMAL JUSTICE PARTY,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"BANGAAR, Rabin",ANIMAL JUSTICE PARTY,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"ROWSE, Andrew",INNOVATE MELBOURNE,Elected,True,8,8961,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"GREENWOOD, Jesse",INNOVATE MELBOURNE,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"GUEST, Owen",LIBERALS FOR MELBOURNE CITY,Elected,True,2,8961,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"LISTON, You Li",LIBERALS FOR MELBOURNE CITY,,False,,982,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"GRIFFITHS, Davydd",LABOR FOR MELBOURNE,Elected,True,9,11318,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"SHEIKH, Sainab Abdi",LABOR FOR MELBOURNE,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"ALEISI, Michael",LABOR FOR MELBOURNE,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
Melbourne — Councillors,Melbourne,Councillors,https://www.vec.vic.gov.au/results/council-election-results/2024-council-election-results/melbourne-city-council,https://itsitecoreblobvecprd01.blob.core.windows.net/public-files/Council/Reports/Melbourne2024Distribution.xls,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,"LOUEY, Kevin; GUEST, Owen; BALL, Olivia; LIU, Gladys; LIU, Philip Le; SCOTT, Mark; CAMILLO, Rafael; ROWSE, Andrew; GRIFFITHS, Davydd",TEAM NICK REECE; LIBERALS FOR MELBOURNE CITY; THE GREENS; TEAM KOUTA; TEAM WOOD; TEAM NICK REECE; TEAM MORGAN MAKE MELBOURNE SAFE; INNOVATE MELBOURNE; LABOR FOR MELBOURNE,9,8961,136502,89606,2139,91745,67.21,3457,1,final,,,"MITCHELL, Krystle",YOUR VOICE MATTERS TO ME,,False,,0,Melbourne,VICL24-melbourne-councillors,official,Nine councillors are elected citywide by proportional representation. First preferences include above-the-line ticket votes allocated in the official count.
