district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,contest_status,result_note,mandate_awarded
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,first,,,EB:Krüger-Winands,Independent,471,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,SPD,SPD,30558,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,CDU,CDU,47686,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,GRÜNE,GRÜNE,30595,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,FDP,FDP,7067,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,AfD,AfD,29272,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,Die Linke,Die Linke,15912,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,SSW,SSW,20575,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,Die PARTEI,Die PARTEI,1212,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,FREIE WÄHLER,FREIE WÄHLER,1137,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,Volt,Volt,1449,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,MLPD,MLPD,53,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,328,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
001 Flensburg – Schleswig,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,,CDU,232131,191785,1097,192882,83.091875,95893,0,party_vote,,,BSW,BSW,6050,Schleswig-Holstein,official,The Erststimme leader did not receive a constituency mandate because the party lacked sufficient Zweitstimme coverage under the 2025 electoral law.,False
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,first,,,SPD,SPD,31169,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,first,,,CDU,CDU,49866,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,first,,,GRÜNE,GRÜNE,16628,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,first,,,FDP,FDP,5750,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,first,,,AfD,AfD,24474,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,first,,,Die Linke,Die Linke,7920,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,first,,,SSW,SSW,14254,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,first,,,FREIE WÄHLER,FREIE WÄHLER,1484,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,first,,,Volt,Volt,1172,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,SPD,SPD,26639,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,CDU,CDU,45302,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,GRÜNE,GRÜNE,18764,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,FDP,FDP,7618,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,AfD,AfD,24564,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,Die Linke,Die Linke,9442,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,SSW,SSW,12264,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,Die PARTEI,Die PARTEI,1067,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,FREIE WÄHLER,FREIE WÄHLER,1099,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,Volt,Volt,1023,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,MLPD,MLPD,48,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,178,Schleswig-Holstein,official,,True
002 Nordfriesland – Dithmarschen Nord,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,186019,152717,1038,153755,82.655535,76359,0,party_vote,,,BSW,BSW,4907,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,first,,,SPD,SPD,30702,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,first,,,CDU,CDU,50887,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,first,,,GRÜNE,GRÜNE,14449,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,first,,,FDP,FDP,5625,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,first,,,AfD,AfD,29674,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,first,,,Die Linke,Die Linke,8665,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,first,,,FREIE WÄHLER,FREIE WÄHLER,3111,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,first,,,Volt,Volt,2134,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,SPD,SPD,25602,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,CDU,CDU,42561,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,GRÜNE,GRÜNE,16071,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,FDP,FDP,7435,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,AfD,AfD,29653,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,Die Linke,Die Linke,9656,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,SSW,SSW,4992,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,Die PARTEI,Die PARTEI,1213,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,FREIE WÄHLER,FREIE WÄHLER,1542,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,Volt,Volt,1229,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,MLPD,MLPD,45,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,236,Schleswig-Holstein,official,,True
003 Steinburg – Dithmarschen Süd,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,175948,145247,1146,146393,83.202423,72624,0,party_vote,,,BSW,BSW,5357,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,SPD,SPD,36266,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,CDU,CDU,56163,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,GRÜNE,GRÜNE,20473,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,FDP,FDP,8170,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,AfD,AfD,26417,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,Die Linke,Die Linke,8675,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,SSW,SSW,11075,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,FREIE WÄHLER,FREIE WÄHLER,1367,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,Volt,Volt,1327,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,BÜNDNIS DEUTSCHLAND,BÜNDNIS DEUTSCHLAND,632,Schleswig-Holstein,official,,True
004 Rendsburg-Eckernförde,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,https://www.bundeswahlleiterin.de/bundestagswahlen/2025/ergebnisse.html,CDU,CDU,202649,171367,1137,172504,85.124526,85684,0,first,,,EB:Baasch,Independent,500,Schleswig-Holstein,official,,True
