district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,constituency_code,contest_status
Texas 33rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Marc A. Veasey,Democratic,0,157606,0,157606,0,78804,0,first,,,Marc A. Veasey,Democratic,105317,Texas,4833,official
Texas 33rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Marc A. Veasey,Democratic,0,157606,0,157606,0,78804,0,first,,,Fabian Cordova Vasquez,Republican,39638,Texas,4833,official
Texas 33rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Marc A. Veasey,Democratic,0,157606,0,157606,0,78804,0,first,,,Carlos Quintanilla,Independent,8071,Texas,4833,official
Texas 33rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Marc A. Veasey,Democratic,0,157606,0,157606,0,78804,0,first,,,Jason Reeves,Libertarian,2586,Texas,4833,official
Texas 33rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Marc A. Veasey,Democratic,0,157606,0,157606,0,78804,0,first,,,Rene Welton,Independent,1994,Texas,4833,official
Texas 34th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Filemon Vela,Democratic,0,201027,0,201027,0,100514,0,first,,,Filemon Vela,Democratic,111439,Texas,4834,official
Texas 34th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Filemon Vela,Democratic,0,201027,0,201027,0,100514,0,first,,,Rey Gonzalez,Republican,84119,Texas,4834,official
Texas 34th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Filemon Vela,Democratic,0,201027,0,201027,0,100514,0,first,,,Anthony Cristo,Libertarian,3222,Texas,4834,official
Texas 34th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Filemon Vela,Democratic,0,201027,0,201027,0,100514,0,first,,,Chris B. Royal,Independent,2247,Texas,4834,official
Texas 35th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lloyd Doggett,Democratic,0,269797,0,269797,0,134899,0,first,,,Lloyd Doggett,Democratic,176373,Texas,4835,official
Texas 35th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lloyd Doggett,Democratic,0,269797,0,269797,0,134899,0,first,,,Jenny Garcia Sharon,Republican,80795,Texas,4835,official
Texas 35th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lloyd Doggett,Democratic,0,269797,0,269797,0,134899,0,first,,,Mark Loewe,Libertarian,7393,Texas,4835,official
Texas 35th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lloyd Doggett,Democratic,0,269797,0,269797,0,134899,0,first,,,"Jason Mata, Sr.",Independent,5236,Texas,4835,official
Texas 36th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brian Babin,Republican,0,302549,0,302549,0,151275,0,first,,,Brian Babin,Republican,222712,Texas,4836,official
Texas 36th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brian Babin,Republican,0,302549,0,302549,0,151275,0,first,,,Rashad Lewis,Democratic,73418,Texas,4836,official
Texas 36th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brian Babin,Republican,0,302549,0,302549,0,151275,0,first,,,Chad Abbey,Libertarian,4848,Texas,4836,official
Texas 36th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Brian Babin,Republican,0,302549,0,302549,0,151275,0,first,,,"Hal J. Ridley, Jr.",Green,1571,Texas,4836,official
Texas 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Van Taylor,Republican,0,418591,0,418591,0,209296,0,first,,,Van Taylor,Republican,230512,Texas,4803,official
Texas 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Van Taylor,Republican,0,418591,0,418591,0,209296,0,first,,,Lulu Seikaly,Democratic,179458,Texas,4803,official
Texas 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Van Taylor,Republican,0,418591,0,418591,0,209296,0,first,,,Christopher J. Claytor,Libertarian,8621,Texas,4803,official
Texas 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Pat Fallon,Republican,0,337803,0,337803,0,168902,0,first,,,Pat Fallon,Republican,253837,Texas,4804,official
Texas 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Pat Fallon,Republican,0,337803,0,337803,0,168902,0,first,,,Russell Foster,Democratic,76326,Texas,4804,official
Texas 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Pat Fallon,Republican,0,337803,0,337803,0,168902,0,first,,,Lou Antonelli,Libertarian,6334,Texas,4804,official
Texas 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Pat Fallon,Republican,0,337803,0,337803,0,168902,0,first,,,Tracy Jones,Write-in,1306,Texas,4804,official
Texas 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lance Gooden,Republican,0,280413,0,280413,0,140207,0,first,,,Lance Gooden,Republican,173836,Texas,4805,official
Texas 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lance Gooden,Republican,0,280413,0,280413,0,140207,0,first,,,Carolyn Salter,Democratic,100743,Texas,4805,official
Texas 5th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lance Gooden,Republican,0,280413,0,280413,0,140207,0,first,,,Kevin A. Hale,Libertarian,5834,Texas,4805,official
Texas 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ron Wright,Republican,0,339992,0,339992,0,169997,0,first,,,Ron Wright,Republican,179507,Texas,4806,official
Texas 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ron Wright,Republican,0,339992,0,339992,0,169997,0,first,,,Stephen Daniel,Democratic,149530,Texas,4806,official
Texas 6th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Ron Wright,Republican,0,339992,0,339992,0,169997,0,first,,,Melanie A. Black,Libertarian,10955,Texas,4806,official
Texas 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lizzie Fletcher,Democratic,0,314125,0,314125,0,157063,0,first,,,Lizzie Fletcher,Democratic,159529,Texas,4807,official
Texas 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lizzie Fletcher,Democratic,0,314125,0,314125,0,157063,0,first,,,Wesley Hunt,Republican,149054,Texas,4807,official
Texas 7th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Lizzie Fletcher,Democratic,0,314125,0,314125,0,157063,0,first,,,Shawn Kelly,Libertarian,5542,Texas,4807,official
Texas 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kevin Brady,Republican,0,382471,0,382471,0,191236,0,first,,,Kevin Brady,Republican,277327,Texas,4808,official
Texas 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kevin Brady,Republican,0,382471,0,382471,0,191236,0,first,,,Elizabeth Hernandez,Democratic,97409,Texas,4808,official
Texas 8th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Kevin Brady,Republican,0,382471,0,382471,0,191236,0,first,,,Chris Duncan,Libertarian,7735,Texas,4808,official
Texas 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Al Green,Democratic,0,229107,0,229107,0,114554,0,first,,,Al Green,Democratic,172938,Texas,4809,official
Texas 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Al Green,Democratic,0,229107,0,229107,0,114554,0,first,,,Johnny Teague,Republican,49575,Texas,4809,official
Texas 9th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Al Green,Democratic,0,229107,0,229107,0,114554,0,first,,,Jose R. Sosa,Libertarian,6594,Texas,4809,official
Utah 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Blake David Moore,Republican,0,342351,0,342351,0,171176,0,first,,,Blake David Moore,Republican,237988,Utah,4901,official
Utah 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Blake David Moore,Republican,0,342351,0,342351,0,171176,0,first,,,Darren Parry,Democratic,104194,Utah,4901,official
Utah 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Blake David Moore,Republican,0,342351,0,342351,0,171176,0,first,,,Taylor Lee,Write-in,157,Utah,4901,official
Utah 1st,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Blake David Moore,Republican,0,342351,0,342351,0,171176,0,first,,,Mikal Smith,Write-in,12,Utah,4901,official
Utah 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chris Stewart,Republican,0,354224,0,354224,0,177113,0,first,,,Chris Stewart,Republican,208997,Utah,4902,official
Utah 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chris Stewart,Republican,0,354224,0,354224,0,177113,0,first,,,Kael Weston,Democratic,129762,Utah,4902,official
Utah 2nd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Chris Stewart,Republican,0,354224,0,354224,0,177113,0,first,,,J. Robert Latham,Libertarian,15465,Utah,4902,official
Utah 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Curtis,Republican,0,358927,0,358927,0,179464,0,first,,,John R. Curtis,Republican,246674,Utah,4903,official
Utah 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Curtis,Republican,0,358927,0,358927,0,179464,0,first,,,Devin D. Thorpe,Democratic,96067,Utah,4903,official
Utah 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Curtis,Republican,0,358927,0,358927,0,179464,0,first,,,Daniel Clyde Cummings,Constitution,8889,Utah,4903,official
Utah 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Curtis,Republican,0,358927,0,358927,0,179464,0,first,,,Thomas G. McNeill,United Utah,7040,Utah,4903,official
Utah 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Curtis,Republican,0,358927,0,358927,0,179464,0,first,,,Trey Robinson,Write-in,250,Utah,4903,official
Utah 3rd,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,John R. Curtis,Republican,0,358927,0,358927,0,179464,0,first,,,Jeremy Lewis Friedbaum,Write-in,7,Utah,4903,official
Utah 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Burgess Owens,Republican,0,376730,0,376730,0,188366,0,first,,,Burgess Owens,Republican,179688,Utah,4904,official
Utah 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Burgess Owens,Republican,0,376730,0,376730,0,188366,0,first,,,Ben McAdams,Democratic,175923,Utah,4904,official
Utah 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Burgess Owens,Republican,0,376730,0,376730,0,188366,0,first,,,John Molnar,Libertarian,13053,Utah,4904,official
Utah 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Burgess Owens,Republican,0,376730,0,376730,0,188366,0,first,,,Jonia M. Broderick,United Utah,8037,Utah,4904,official
Utah 4th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Burgess Owens,Republican,0,376730,0,376730,0,188366,0,first,,,Jonathan L. Peterson,Write-in,29,Utah,4904,official
Vermont at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Peter Welch,Democratic,0,354837,16131,370968,0,177419,0,first,,,Peter Welch,Democratic,238827,Vermont,5000,official
Vermont at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Peter Welch,Democratic,0,354837,16131,370968,0,177419,0,first,,,Miriam Berry,Republican,95830,Vermont,5000,official
Vermont at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Peter Welch,Democratic,0,354837,16131,370968,0,177419,0,first,,,Peter R. Becker,Independent,8065,Vermont,5000,official
Vermont at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Peter Welch,Democratic,0,354837,16131,370968,0,177419,0,first,,,Marcia Horne,Independent,4334,Vermont,5000,official
Vermont at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Peter Welch,Democratic,0,354837,16131,370968,0,177419,0,first,,,Christopher Helali,Communist,3432,Vermont,5000,official
Vermont at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Peter Welch,Democratic,0,354837,16131,370968,0,177419,0,first,,,Shawn Orr,Independent,1926,Vermont,5000,official
Vermont at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Peter Welch,Democratic,0,354837,16131,370968,0,177419,0,first,,,Jerry Trudell,Independent,1881,Vermont,5000,official
Vermont at-large,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Peter Welch,Democratic,0,354837,16131,370968,0,177419,0,first,,,Write-in,Write-in,542,Vermont,5000,official
Virginia 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jennifer Wexton,Democratic,0,475546,0,475546,0,237774,0,first,,,Jennifer Wexton,Democratic,268734,Virginia,5110,official
Virginia 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jennifer Wexton,Democratic,0,475546,0,475546,0,237774,0,first,,,Aliscia N. Andrews,Republican,206253,Virginia,5110,official
Virginia 10th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Jennifer Wexton,Democratic,0,475546,0,475546,0,237774,0,first,,,Write-in,Write-in,559,Virginia,5110,official
Virginia 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Gerald E. Connolly,Democratic,0,393241,0,393241,0,196621,0,first,,,Gerald E. Connolly,Democratic,280725,Virginia,5111,official
Virginia 11th,https://clerk.house.gov/Members/ViewElectionInformation,https://clerk.house.gov/Members/ViewElectionInformation,Gerald E. Connolly,Democratic,0,393241,0,393241,0,196621,0,first,,,Manga A. Anantatmula,Republican,111380,Virginia,5111,official
