district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_party,votes,electorate_type,contest_status
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,Labour Party,Labour Party,8028,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,New Nation Party,New Nation Party,3,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,National Party,National Party,11751,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,New Conservatives,New Conservatives,30,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,NewZeal,NewZeal,26,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,New Zealand First Party,New Zealand First Party,1351,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,New Zealand Loyal,New Zealand Loyal,217,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,Women's Rights Party,Women's Rights Party,38,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,Te Pāti Māori,Te Pāti Māori,563,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,The Opportunities Party,The Opportunities Party,1250,General,official
Auckland Central,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-1.html,Chlöe Swarbrick,Green Party,0,34447,299,34746,0,17224,0,party_vote,,,Aotearoa Legalise Cannabis Party,Aotearoa Legalise Cannabis Party,45,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,first,,,Doug Allington,DemocracyNZ,474,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,first,,,Paran Jeet,Animal Justice Party Aotearoa New Zealand,369,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,first,,,Lindsay Kerslake,New Zealand First Party,1598,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,first,,,Tracey McLellan,Labour Party,17464,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,first,,,Lisa Mead,NewZeal,544,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,first,,,Lan Pham,Green Party,8325,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,first,,,Laura Trask,ACT New Zealand,2073,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,first,,,Peter Wakeman,Independent,184,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,first,,,Vanessa Weenink,National Party,17860,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,1,final,,,Doug Allington,DemocracyNZ,474,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,1,final,,,Paran Jeet,Animal Justice Party Aotearoa New Zealand,369,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,1,final,,,Lindsay Kerslake,New Zealand First Party,1598,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,1,final,,,Tracey McLellan,Labour Party,17464,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,1,final,,,Lisa Mead,NewZeal,544,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,1,final,,,Lan Pham,Green Party,8325,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,1,final,,,Laura Trask,ACT New Zealand,2073,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,1,final,,,Peter Wakeman,Independent,184,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,1,final,,,Vanessa Weenink,National Party,17860,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,ACT New Zealand,ACT New Zealand,3919,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,Animal Justice Party Aotearoa New Zealand,Animal Justice Party Aotearoa New Zealand,111,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,DemocracyNZ,DemocracyNZ,182,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,Freedoms NZ,Freedoms NZ,146,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,Leighton Baker Party,Leighton Baker Party,61,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,Green Party,Green Party,9763,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,Labour Party,Labour Party,13200,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,New Nation Party,New Nation Party,53,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,National Party,National Party,15839,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,New Conservatives,New Conservatives,62,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,NewZeal,NewZeal,22,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,New Zealand First Party,New Zealand First Party,2658,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,New Zealand Loyal,New Zealand Loyal,389,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,Women's Rights Party,Women's Rights Party,323,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,Te Pāti Māori,Te Pāti Māori,388,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,The Opportunities Party,The Opportunities Party,2401,General,official
Banks Peninsula,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-2.html,Vanessa Weenink,National Party,0,48891,440,49331,0,24446,0,party_vote,,,Aotearoa Legalise Cannabis Party,Aotearoa Legalise Cannabis Party,42,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,0,first,,,Wendy Gillespie,Leighton Baker Party,524,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,0,first,,,Caitlin Grattan,Animal Justice Party Aotearoa New Zealand,375,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,0,first,,,Cameron Luxton,ACT New Zealand,4202,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,0,first,,,Matthew Macmillan,Green Party,4036,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,0,first,,,Kirsten Murfitt,New Zealand First Party,4025,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,0,first,,,Tom Rutherford,National Party,23303,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,0,first,,,Pare Taikato,Labour Party,7898,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,0,first,,,Taupo Wahed,Independent,204,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,1,final,,,Wendy Gillespie,Leighton Baker Party,524,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,1,final,,,Caitlin Grattan,Animal Justice Party Aotearoa New Zealand,375,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,1,final,,,Cameron Luxton,ACT New Zealand,4202,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,1,final,,,Matthew Macmillan,Green Party,4036,General,official
Bay of Plenty,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,https://archive.electionresults.govt.nz/electionresults_2023/statistics/candidate-votes-by-voting-place-3.html,Tom Rutherford,National Party,0,44567,560,45127,0,22284,1,final,,,Kirsten Murfitt,New Zealand First Party,4025,General,official
