district,district_url,distribution_url,elected_member,elected_party,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,primary_leader,primary_leader_party,primary_leader_votes,winner,winner_party,winner_final_votes,runner_up,runner_up_party,runner_up_final_votes,final_margin,preference_changed_result,winner_transfer_gain
Pumicestone,https://results.elections.qld.gov.au/SGE2024/pumicestone,https://results.elections.qld.gov.au/SGE2024/pumicestone/preference,"DOOLAN, Ariana",Liberal National Party of Queensland,42964,36988,1486,38474,89.55,18495,"DOOLAN, Ariana",Liberal National Party of Queensland,15230,"DOOLAN, Ariana",Liberal National Party of Queensland,18640,"KING, Ali",Australian Labor Party (State of Queensland),18348,292,False,3410
Redcliffe,https://results.elections.qld.gov.au/SGE2024/redcliffe,https://results.elections.qld.gov.au/SGE2024/redcliffe/preference,"DOOLEY, Kerri-Anne",Liberal National Party of Queensland,41969,35677,1508,37185,88.6,17839,"DOOLEY, Kerri-Anne",Liberal National Party of Queensland,15851,"DOOLEY, Kerri-Anne",Liberal National Party of Queensland,18879,"HALL, Kass",Australian Labor Party (State of Queensland),16798,2081,False,3028
Redlands,https://results.elections.qld.gov.au/SGE2024/redlands,https://results.elections.qld.gov.au/SGE2024/redlands/preference,"YOUNG, Rebecca",Liberal National Party of Queensland,42419,36623,1576,38199,90.05,18312,"YOUNG, Rebecca",Liberal National Party of Queensland,15537,"YOUNG, Rebecca",Liberal National Party of Queensland,19005,"RICHARDS, Kim",Australian Labor Party (State of Queensland),17618,1387,False,3468
Rockhampton,https://results.elections.qld.gov.au/SGE2024/rockhampton,https://results.elections.qld.gov.au/SGE2024/rockhampton/preference,"KIRKLAND, Donna",Liberal National Party of Queensland,38935,32370,1506,33876,87.01,16186,"MARSHALL, Craig",Australian Labor Party (State of Queensland),9774,"KIRKLAND, Donna",Liberal National Party of Queensland,16772,"MARSHALL, Craig",Australian Labor Party (State of Queensland),15598,1174,True,7529
Sandgate,https://results.elections.qld.gov.au/SGE2024/sandgate,https://results.elections.qld.gov.au/SGE2024/sandgate/preference,"ASIF, Bisma",Australian Labor Party (State of Queensland),38841,34178,1389,35567,91.57,17090,"ASIF, Bisma",Australian Labor Party (State of Queensland),15703,"ASIF, Bisma",Australian Labor Party (State of Queensland),20372,"MANGAN, Chris",Liberal National Party of Queensland,13806,6566,False,4669
Scenic Rim,https://results.elections.qld.gov.au/SGE2024/scenicrim,https://results.elections.qld.gov.au/SGE2024/scenicrim/preference,"KRAUSE, Jon",Liberal National Party of Queensland,42031,36283,1415,37698,89.69,18142,"KRAUSE, Jon",Liberal National Party of Queensland,18641,"KRAUSE, Jon",Liberal National Party of Queensland,23987,"CASEY, Shireen",Australian Labor Party (State of Queensland),12296,11691,False,5346
South Brisbane,https://results.elections.qld.gov.au/SGE2024/southbrisbane,https://results.elections.qld.gov.au/SGE2024/southbrisbane/preference,"O'SHEA, Barbara",Australian Labor Party (State of Queensland),41683,34989,874,35863,86.04,17495,"MACMAHON, Amy",Queensland Greens,12146,"O'SHEA, Barbara",Australian Labor Party (State of Queensland),19613,"MACMAHON, Amy",Queensland Greens,15376,4237,True,8421
Southern Downs,https://results.elections.qld.gov.au/SGE2024/southerndowns,https://results.elections.qld.gov.au/SGE2024/southerndowns/preference,"LISTER, James",Liberal National Party of Queensland,38635,33188,1265,34453,89.18,16595,"LISTER, James",Liberal National Party of Queensland,17890,"LISTER, James",Liberal National Party of Queensland,22752,"SUDUK, Liz",Pauline Hanson's One Nation Queensland Division,10436,12316,False,4862
Southport,https://results.elections.qld.gov.au/SGE2024/southport,https://results.elections.qld.gov.au/SGE2024/southport/preference,"MOLHOEK, Rob",Liberal National Party of Queensland,37069,29535,1605,31140,84.01,14768,"MOLHOEK, Rob",Liberal National Party of Queensland,15183,"MOLHOEK, Rob",Liberal National Party of Queensland,18060,"DEL FABBRO, Letitia",Australian Labor Party (State of Queensland),11475,6585,False,2877
Springwood,https://results.elections.qld.gov.au/SGE2024/springwood,https://results.elections.qld.gov.au/SGE2024/springwood/preference,"DE BRENNI, Mick",Australian Labor Party (State of Queensland),36796,32006,1230,33236,90.33,16004,"DE BRENNI, Mick",Australian Labor Party (State of Queensland),13184,"DE BRENNI, Mick",Australian Labor Party (State of Queensland),16677,"DAMIANOPOULOS, Susanna",Liberal National Party of Queensland,15329,1348,False,3493
Stafford,https://results.elections.qld.gov.au/SGE2024/stafford,https://results.elections.qld.gov.au/SGE2024/stafford/preference,"SULLIVAN, Jimmy",Australian Labor Party (State of Queensland),40688,35743,971,36714,90.23,17872,"SULLIVAN, Jimmy",Australian Labor Party (State of Queensland),13856,"SULLIVAN, Jimmy",Australian Labor Party (State of Queensland),19774,"HAMMOND, Fiona",Liberal National Party of Queensland,15969,3805,False,5918
Stretton,https://results.elections.qld.gov.au/SGE2024/stretton,https://results.elections.qld.gov.au/SGE2024/stretton/preference,"MARTIN, James",Australian Labor Party (State of Queensland),34593,29282,1421,30703,88.75,14642,"MARTIN, James",Australian Labor Party (State of Queensland),13347,"MARTIN, James",Australian Labor Party (State of Queensland),17434,"OSTAPOVITCH, Freya",Liberal National Party of Queensland,11848,5586,False,4087
Surfers Paradise,https://results.elections.qld.gov.au/SGE2024/surfersparadise,https://results.elections.qld.gov.au/SGE2024/surfersparadise/preference,"LANGBROEK, John-Paul",Liberal National Party of Queensland,38065,30248,1244,31492,82.73,15125,"LANGBROEK, John-Paul",Liberal National Party of Queensland,18602,"LANGBROEK, John-Paul",Liberal National Party of Queensland,22119,"KNIGHT, James",Australian Labor Party (State of Queensland),8129,13990,False,3517
Theodore,https://results.elections.qld.gov.au/SGE2024/theodore,https://results.elections.qld.gov.au/SGE2024/theodore/preference,"BOOTHMAN, Mark",Liberal National Party of Queensland,38808,31980,1564,33544,86.44,15991,"BOOTHMAN, Mark",Liberal National Party of Queensland,15875,"BOOTHMAN, Mark",Liberal National Party of Queensland,20137,"ANWARI, Rita",Australian Labor Party (State of Queensland),11843,8294,False,4262
Thuringowa,https://results.elections.qld.gov.au/SGE2024/thuringowa,https://results.elections.qld.gov.au/SGE2024/thuringowa/preference,"MARR, Natalie",Liberal National Party of Queensland,38609,31024,1567,32591,84.41,15513,"MARR, Natalie",Liberal National Party of Queensland,12970,"MARR, Natalie",Liberal National Party of Queensland,18592,"HARPER, Aaron",Australian Labor Party (State of Queensland),12432,6160,False,5622
Toohey,https://results.elections.qld.gov.au/SGE2024/toohey,https://results.elections.qld.gov.au/SGE2024/toohey/preference,"RUSSO, Peter",Australian Labor Party (State of Queensland),34731,29490,1113,30603,88.11,14746,"RUSSO, Peter",Australian Labor Party (State of Queensland),12319,"RUSSO, Peter",Australian Labor Party (State of Queensland),17408,"HULL, Taylor",Liberal National Party of Queensland,12082,5326,False,5089
Toowoomba North,https://results.elections.qld.gov.au/SGE2024/toowoombanorth,https://results.elections.qld.gov.au/SGE2024/toowoombanorth/preference,"WATTS, Trevor",Liberal National Party of Queensland,40434,34865,1109,35974,88.97,17433,"WATTS, Trevor",Liberal National Party of Queensland,19909,"WATTS, Trevor",Liberal National Party of Queensland,23193,"GREEN, James",Australian Labor Party (State of Queensland),11672,11521,False,3284
Toowoomba South,https://results.elections.qld.gov.au/SGE2024/toowoombasouth,https://results.elections.qld.gov.au/SGE2024/toowoombasouth/preference,"JANETZKI, David",Liberal National Party of Queensland,39986,34485,1224,35709,89.3,17243,"JANETZKI, David",Liberal National Party of Queensland,18566,"JANETZKI, David",Liberal National Party of Queensland,21723,"KRAUSE, Susan",Australian Labor Party (State of Queensland),12762,8961,False,3157
Townsville,https://results.elections.qld.gov.au/SGE2024/townsville,https://results.elections.qld.gov.au/SGE2024/townsville/preference,"BAILLIE, Adam",Liberal National Party of Queensland,37874,29936,1294,31230,82.46,14969,"BAILLIE, Adam",Liberal National Party of Queensland,12346,"BAILLIE, Adam",Liberal National Party of Queensland,16644,"STEWART, Scott",Australian Labor Party (State of Queensland),13292,3352,False,4298
Traeger,https://results.elections.qld.gov.au/SGE2024/traeger,https://results.elections.qld.gov.au/SGE2024/traeger/preference,"KATTER, Robbie",Katter's Australian Party (KAP),27696,19932,700,20632,74.49,9967,"KATTER, Robbie",Katter's Australian Party (KAP),9831,"KATTER, Robbie",Katter's Australian Party (KAP),12703,"TUNNEY, Yvonne",Liberal National Party of Queensland,7229,5474,False,2872
Warrego,https://results.elections.qld.gov.au/SGE2024/warrego,https://results.elections.qld.gov.au/SGE2024/warrego/preference,"LEAHY, Ann",Liberal National Party of Queensland,31538,26387,1045,27432,86.98,13194,"LEAHY, Ann",Liberal National Party of Queensland,16135,"LEAHY, Ann",Liberal National Party of Queensland,20542,"HARGREAVES, Jack",Australian Labor Party (State of Queensland),5845,14697,False,4407
Waterford,https://results.elections.qld.gov.au/SGE2024/waterford,https://results.elections.qld.gov.au/SGE2024/waterford/preference,"FENTIMAN, Shannon",Australian Labor Party (State of Queensland),39537,31023,1743,32766,82.87,15512,"FENTIMAN, Shannon",Australian Labor Party (State of Queensland),14621,"FENTIMAN, Shannon",Australian Labor Party (State of Queensland),19002,"HEREMAIA, Jacob",Liberal National Party of Queensland,12021,6981,False,4381
Whitsunday,https://results.elections.qld.gov.au/SGE2024/whitsunday,https://results.elections.qld.gov.au/SGE2024/whitsunday/preference,"CAMM, Amanda",Liberal National Party of Queensland,38613,32117,1420,33537,86.85,16059,"CAMM, Amanda",Liberal National Party of Queensland,16941,"CAMM, Amanda",Liberal National Party of Queensland,21992,"HOVINGA, Bauke",Australian Labor Party (State of Queensland),10125,11867,False,5051
Woodridge,https://results.elections.qld.gov.au/SGE2024/woodridge,https://results.elections.qld.gov.au/SGE2024/woodridge/preference,"DICK, Cameron",Australian Labor Party (State of Queensland),40598,30015,2137,32152,79.2,15008,"DICK, Cameron",Australian Labor Party (State of Queensland),16093,"DICK, Cameron",Australian Labor Party (State of Queensland),20510,"DARWEN, Paul",Liberal National Party of Queensland,9505,11005,False,4417
