district,district_url,distribution_url,elected_member,elected_members,elected_party,members_to_elect,enrolment,formal_votes,informal_votes,total_votes,turnout_pct,majority,round_number,row_type,excluded_candidate,excluded_party,candidate,candidate_members,candidate_party,votes,electorate_type,contest_status
East Coast,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,LEE YI SHYAN;LIM SWEE SAY;MOHD MALIKI BIN OSMAN;TAN SOON NEO JESSICA,PAP,4,99118,90715,1009,91724,92.54,45358,0,first,,,PAP team,LEE YI SHYAN;LIM SWEE SAY;MOHD MALIKI BIN OSMAN;TAN SOON NEO JESSICA,PAP,55093,GRC,official
East Coast,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,LEE YI SHYAN;LIM SWEE SAY;MOHD MALIKI BIN OSMAN;TAN SOON NEO JESSICA,PAP,4,99118,90715,1009,91724,92.54,45358,0,first,,,WP team,GERALD GIAM YEAN SONG;DANIEL GOH PEI SIONG;MOHAMED FAIROZ BIN SHARIFF;LEON PERERA,WP,35622,GRC,official
East Coast,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,LEE YI SHYAN;LIM SWEE SAY;MOHD MALIKI BIN OSMAN;TAN SOON NEO JESSICA,PAP,4,99118,90715,1009,91724,92.54,45358,1,final,,,PAP team,LEE YI SHYAN;LIM SWEE SAY;MOHD MALIKI BIN OSMAN;TAN SOON NEO JESSICA,PAP,55093,GRC,official
East Coast,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,LEE YI SHYAN;LIM SWEE SAY;MOHD MALIKI BIN OSMAN;TAN SOON NEO JESSICA,PAP,4,99118,90715,1009,91724,92.54,45358,1,final,,,WP team,GERALD GIAM YEAN SONG;DANIEL GOH PEI SIONG;MOHAMED FAIROZ BIN SHARIFF;LEON PERERA,WP,35622,GRC,official
Fengshan,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CHERYL CHAN WEI LING,CHERYL CHAN WEI LING,PAP,1,23427,21593,290,21883,93.41,10797,0,first,,,CHERYL CHAN WEI LING,CHERYL CHAN WEI LING,PAP,12417,SMC,official
Fengshan,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CHERYL CHAN WEI LING,CHERYL CHAN WEI LING,PAP,1,23427,21593,290,21883,93.41,10797,0,first,,,DENNIS TAN LIP FONG,DENNIS TAN LIP FONG,WP,9176,SMC,official
Fengshan,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CHERYL CHAN WEI LING,CHERYL CHAN WEI LING,PAP,1,23427,21593,290,21883,93.41,10797,1,final,,,CHERYL CHAN WEI LING,CHERYL CHAN WEI LING,PAP,12417,SMC,official
Fengshan,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,CHERYL CHAN WEI LING,CHERYL CHAN WEI LING,PAP,1,23427,21593,290,21883,93.41,10797,1,final,,,DENNIS TAN LIP FONG,DENNIS TAN LIP FONG,WP,9176,SMC,official
Holland-Bukit Timah,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,CHRISTOPHER DE SOUZA;LIANG ENG HWA;SIM ANN;VIVIAN BALAKRISHNAN,PAP,4,104491,94280,1506,95786,91.67,47141,0,first,,,PAP team,CHRISTOPHER DE SOUZA;LIANG ENG HWA;SIM ANN;VIVIAN BALAKRISHNAN,PAP,62786,GRC,official
Holland-Bukit Timah,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,CHRISTOPHER DE SOUZA;LIANG ENG HWA;SIM ANN;VIVIAN BALAKRISHNAN,PAP,4,104491,94280,1506,95786,91.67,47141,0,first,,,SDP team,CHEE SOON JUAN;CHONG WAI FUNG;MD SIDEK BIN MALLEK;PAUL ANANTHARAJAH TAMBYAH,SDP,31494,GRC,official
Holland-Bukit Timah,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,CHRISTOPHER DE SOUZA;LIANG ENG HWA;SIM ANN;VIVIAN BALAKRISHNAN,PAP,4,104491,94280,1506,95786,91.67,47141,1,final,,,PAP team,CHRISTOPHER DE SOUZA;LIANG ENG HWA;SIM ANN;VIVIAN BALAKRISHNAN,PAP,62786,GRC,official
Holland-Bukit Timah,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,CHRISTOPHER DE SOUZA;LIANG ENG HWA;SIM ANN;VIVIAN BALAKRISHNAN,PAP,4,104491,94280,1506,95786,91.67,47141,1,final,,,SDP team,CHEE SOON JUAN;CHONG WAI FUNG;MD SIDEK BIN MALLEK;PAUL ANANTHARAJAH TAMBYAH,SDP,31494,GRC,official
Hong Kah North,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,AMY KHOR LEAN SUAN,AMY KHOR LEAN SUAN,PAP,1,28145,26255,551,26806,95.24,13128,0,first,,,AMY KHOR LEAN SUAN,AMY KHOR LEAN SUAN,PAP,19628,SMC,official
Hong Kah North,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,AMY KHOR LEAN SUAN,AMY KHOR LEAN SUAN,PAP,1,28145,26255,551,26806,95.24,13128,0,first,,,RAVI PHILEMON,RAVI PHILEMON,SPP,6627,SMC,official
Hong Kah North,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,AMY KHOR LEAN SUAN,AMY KHOR LEAN SUAN,PAP,1,28145,26255,551,26806,95.24,13128,1,final,,,AMY KHOR LEAN SUAN,AMY KHOR LEAN SUAN,PAP,19628,SMC,official
Hong Kah North,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,AMY KHOR LEAN SUAN,AMY KHOR LEAN SUAN,PAP,1,28145,26255,551,26806,95.24,13128,1,final,,,RAVI PHILEMON,RAVI PHILEMON,SPP,6627,SMC,official
Hougang,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PNG ENG HUAT,PNG ENG HUAT,WP,1,24097,22592,236,22828,94.73,11297,0,first,,,PNG ENG HUAT,PNG ENG HUAT,WP,13027,SMC,official
Hougang,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PNG ENG HUAT,PNG ENG HUAT,WP,1,24097,22592,236,22828,94.73,11297,0,first,,,LEE HONG CHUANG,LEE HONG CHUANG,PAP,9565,SMC,official
Hougang,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PNG ENG HUAT,PNG ENG HUAT,WP,1,24097,22592,236,22828,94.73,11297,1,final,,,PNG ENG HUAT,PNG ENG HUAT,WP,13027,SMC,official
Hougang,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PNG ENG HUAT,PNG ENG HUAT,WP,1,24097,22592,236,22828,94.73,11297,1,final,,,LEE HONG CHUANG,LEE HONG CHUANG,PAP,9565,SMC,official
Jalan Besar,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,HENG CHEE HOW;LILY NEO;DENISE PHUA LAY PENG;YAACOB IBRAHIM,PAP,4,102540,93946,1550,95496,93.13,46974,0,first,,,PAP team,HENG CHEE HOW;LILY NEO;DENISE PHUA LAY PENG;YAACOB IBRAHIM,PAP,63644,GRC,official
Jalan Besar,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,HENG CHEE HOW;LILY NEO;DENISE PHUA LAY PENG;YAACOB IBRAHIM,PAP,4,102540,93946,1550,95496,93.13,46974,0,first,,,WP team,CHAN SIO PHING FRIEDA (ZENG XIAOPING);L SOMASUNDARAM;REDZWAN HAFIDZ ABDUL RAZAK;SIM TIAN HOCK (SHEN TIANFU),WP,30302,GRC,official
Jalan Besar,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,HENG CHEE HOW;LILY NEO;DENISE PHUA LAY PENG;YAACOB IBRAHIM,PAP,4,102540,93946,1550,95496,93.13,46974,1,final,,,PAP team,HENG CHEE HOW;LILY NEO;DENISE PHUA LAY PENG;YAACOB IBRAHIM,PAP,63644,GRC,official
Jalan Besar,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,HENG CHEE HOW;LILY NEO;DENISE PHUA LAY PENG;YAACOB IBRAHIM,PAP,4,102540,93946,1550,95496,93.13,46974,1,final,,,WP team,CHAN SIO PHING FRIEDA (ZENG XIAOPING);L SOMASUNDARAM;REDZWAN HAFIDZ ABDUL RAZAK;SIM TIAN HOCK (SHEN TIANFU),WP,30302,GRC,official
Jurong,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,ANG WEI NENG;DESMOND LEE;RAHAYU BINTE MAHZAM;THARMAN SHANMUGARATNAM;TAN WU MENG,PAP,5,130498,120097,2436,122533,93.9,60049,0,first,,,PAP team,ANG WEI NENG;DESMOND LEE;RAHAYU BINTE MAHZAM;THARMAN SHANMUGARATNAM;TAN WU MENG,PAP,95228,GRC,official
Jurong,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,ANG WEI NENG;DESMOND LEE;RAHAYU BINTE MAHZAM;THARMAN SHANMUGARATNAM;TAN WU MENG,PAP,5,130498,120097,2436,122533,93.9,60049,0,first,,,SGF team,FOO MING JIN DAVID;SUKDEU SINGH;TAN PENG ANN;WONG CHEE WAI;WONG SOON HONG,SGF,24869,GRC,official
Jurong,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,ANG WEI NENG;DESMOND LEE;RAHAYU BINTE MAHZAM;THARMAN SHANMUGARATNAM;TAN WU MENG,PAP,5,130498,120097,2436,122533,93.9,60049,1,final,,,PAP team,ANG WEI NENG;DESMOND LEE;RAHAYU BINTE MAHZAM;THARMAN SHANMUGARATNAM;TAN WU MENG,PAP,95228,GRC,official
Jurong,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,ANG WEI NENG;DESMOND LEE;RAHAYU BINTE MAHZAM;THARMAN SHANMUGARATNAM;TAN WU MENG,PAP,5,130498,120097,2436,122533,93.9,60049,1,final,,,SGF team,FOO MING JIN DAVID;SUKDEU SINGH;TAN PENG ANN;WONG CHEE WAI;WONG SOON HONG,SGF,24869,GRC,official
Macpherson,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TIN PEI LING,TIN PEI LING,PAP,1,28511,26299,416,26715,93.7,13150,0,first,,,TIN PEI LING,TIN PEI LING,PAP,17251,SMC,official
Macpherson,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TIN PEI LING,TIN PEI LING,PAP,1,28511,26299,416,26715,93.7,13150,0,first,,,CHEN JIAXI,CHEN JIAXI,WP,8833,SMC,official
Macpherson,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TIN PEI LING,TIN PEI LING,PAP,1,28511,26299,416,26715,93.7,13150,0,first,,,CHEO CHAI CHEN,CHEO CHAI CHEN,NSP,215,SMC,official
Macpherson,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TIN PEI LING,TIN PEI LING,PAP,1,28511,26299,416,26715,93.7,13150,1,final,,,TIN PEI LING,TIN PEI LING,PAP,17251,SMC,official
Macpherson,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TIN PEI LING,TIN PEI LING,PAP,1,28511,26299,416,26715,93.7,13150,1,final,,,CHEN JIAXI,CHEN JIAXI,WP,8833,SMC,official
Macpherson,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,TIN PEI LING,TIN PEI LING,PAP,1,28511,26299,416,26715,93.7,13150,1,final,,,CHEO CHAI CHEN,CHEO CHAI CHEN,NSP,215,SMC,official
Marine Parade,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,FATIMAH BINTE ABDUL LATEEF;GOH CHOK TONG;SEAH KIAN PENG;TAN CHUAN-JIN;TONG CHUN FAI EDWIN CHARLES,PAP,5,146244,132891,1682,134573,92.02,66446,0,first,,,PAP team,FATIMAH BINTE ABDUL LATEEF;GOH CHOK TONG;SEAH KIAN PENG;TAN CHUAN-JIN;TONG CHUN FAI EDWIN CHARLES,PAP,85138,GRC,official
Marine Parade,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,FATIMAH BINTE ABDUL LATEEF;GOH CHOK TONG;SEAH KIAN PENG;TAN CHUAN-JIN;TONG CHUN FAI EDWIN CHARLES,PAP,5,146244,132891,1682,134573,92.02,66446,0,first,,,WP team,FIRUZ KHAN;HE TINGRU;NG FOO ENG;TERENCE TAN;YEE JENN JONG,WP,47753,GRC,official
Marine Parade,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,FATIMAH BINTE ABDUL LATEEF;GOH CHOK TONG;SEAH KIAN PENG;TAN CHUAN-JIN;TONG CHUN FAI EDWIN CHARLES,PAP,5,146244,132891,1682,134573,92.02,66446,1,final,,,PAP team,FATIMAH BINTE ABDUL LATEEF;GOH CHOK TONG;SEAH KIAN PENG;TAN CHUAN-JIN;TONG CHUN FAI EDWIN CHARLES,PAP,85138,GRC,official
Marine Parade,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,FATIMAH BINTE ABDUL LATEEF;GOH CHOK TONG;SEAH KIAN PENG;TAN CHUAN-JIN;TONG CHUN FAI EDWIN CHARLES,PAP,5,146244,132891,1682,134573,92.02,66446,1,final,,,WP team,FIRUZ KHAN;HE TINGRU;NG FOO ENG;TERENCE TAN;YEE JENN JONG,WP,47753,GRC,official
Marsiling-Yew Tee,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,HALIMAH  YACOB;ONG TENG KOON;LAWRENCE WONG;ALEX YAM ZIMING,PAP,4,107599,99731,2137,101868,94.67,49866,0,first,,,PAP team,HALIMAH  YACOB;ONG TENG KOON;LAWRENCE WONG;ALEX YAM ZIMING,PAP,68546,GRC,official
Marsiling-Yew Tee,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,HALIMAH  YACOB;ONG TENG KOON;LAWRENCE WONG;ALEX YAM ZIMING,PAP,4,107599,99731,2137,101868,94.67,49866,0,first,,,SDP team,DAMANHURI BIN ABAS;LIM BOON HENG;TAN LIANG JOO JOHN;WONG SOUK YEE,SDP,31185,GRC,official
Marsiling-Yew Tee,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,HALIMAH  YACOB;ONG TENG KOON;LAWRENCE WONG;ALEX YAM ZIMING,PAP,4,107599,99731,2137,101868,94.67,49866,1,final,,,PAP team,HALIMAH  YACOB;ONG TENG KOON;LAWRENCE WONG;ALEX YAM ZIMING,PAP,68546,GRC,official
Marsiling-Yew Tee,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,PAP team,HALIMAH  YACOB;ONG TENG KOON;LAWRENCE WONG;ALEX YAM ZIMING,PAP,4,107599,99731,2137,101868,94.67,49866,1,final,,,SDP team,DAMANHURI BIN ABAS;LIM BOON HENG;TAN LIANG JOO JOHN;WONG SOUK YEE,SDP,31185,GRC,official
Mountbatten,https://www.eld.gov.sg/elections_past_parliamentary2015.html,https://www.eld.gov.sg/gazette_2015.html,LIM BIOW CHUAN,LIM BIOW CHUAN,PAP,1,24143,21335,334,21669,89.75,10668,0,first,,,LIM BIOW CHUAN,LIM BIOW CHUAN,PAP,15331,SMC,official
